             x           rho             u             p
  -0.40650E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.40550E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.40450E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.40350E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.40250E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.40150E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.40050E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39950E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39850E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39750E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39650E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39550E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39450E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39350E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39250E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39150E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.39050E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.38950E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.38850E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.38750E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.38650E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.38550E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.38450E+00   0.10000E+01  -0.19597E+02   0.10000E+04
  -0.38350E+00   0.99876E+00  -0.19551E+02   0.99826E+03
  -0.38250E+00   0.99691E+00  -0.19482E+02   0.99567E+03
  -0.38150E+00   0.99506E+00  -0.19412E+02   0.99309E+03
  -0.38050E+00   0.99321E+00  -0.19343E+02   0.99051E+03
  -0.37950E+00   0.99137E+00  -0.19273E+02   0.98793E+03
  -0.37850E+00   0.98952E+00  -0.19204E+02   0.98536E+03
  -0.37750E+00   0.98768E+00  -0.19134E+02   0.98280E+03
  -0.37650E+00   0.98585E+00  -0.19065E+02   0.98024E+03
  -0.37550E+00   0.98402E+00  -0.18995E+02   0.97769E+03
  -0.37450E+00   0.98218E+00  -0.18926E+02   0.97515E+03
  -0.37350E+00   0.98036E+00  -0.18857E+02   0.97261E+03
  -0.37250E+00   0.97853E+00  -0.18787E+02   0.97007E+03
  -0.37150E+00   0.97671E+00  -0.18718E+02   0.96754E+03
  -0.37050E+00   0.97489E+00  -0.18648E+02   0.96502E+03
  -0.36950E+00   0.97307E+00  -0.18579E+02   0.96250E+03
  -0.36850E+00   0.97126E+00  -0.18509E+02   0.95999E+03
  -0.36750E+00   0.96944E+00  -0.18440E+02   0.95749E+03
  -0.36650E+00   0.96764E+00  -0.18370E+02   0.95498E+03
  -0.36550E+00   0.96583E+00  -0.18301E+02   0.95249E+03
  -0.36450E+00   0.96403E+00  -0.18232E+02   0.95000E+03
  -0.36350E+00   0.96222E+00  -0.18162E+02   0.94752E+03
  -0.36250E+00   0.96043E+00  -0.18093E+02   0.94504E+03
  -0.36150E+00   0.95863E+00  -0.18023E+02   0.94257E+03
  -0.36050E+00   0.95684E+00  -0.17954E+02   0.94010E+03
  -0.35950E+00   0.95505E+00  -0.17884E+02   0.93764E+03
  -0.35850E+00   0.95326E+00  -0.17815E+02   0.93518E+03
  -0.35750E+00   0.95147E+00  -0.17745E+02   0.93273E+03
  -0.35650E+00   0.94969E+00  -0.17676E+02   0.93029E+03
  -0.35550E+00   0.94791E+00  -0.17607E+02   0.92785E+03
  -0.35450E+00   0.94614E+00  -0.17537E+02   0.92541E+03
  -0.35350E+00   0.94436E+00  -0.17468E+02   0.92298E+03
  -0.35250E+00   0.94259E+00  -0.17398E+02   0.92056E+03
  -0.35150E+00   0.94082E+00  -0.17329E+02   0.91814E+03
  -0.35050E+00   0.93905E+00  -0.17259E+02   0.91573E+03
  -0.34950E+00   0.93729E+00  -0.17190E+02   0.91332E+03
  -0.34850E+00   0.93553E+00  -0.17120E+02   0.91092E+03
  -0.34750E+00   0.93377E+00  -0.17051E+02   0.90853E+03
  -0.34650E+00   0.93202E+00  -0.16982E+02   0.90613E+03
  -0.34550E+00   0.93026E+00  -0.16912E+02   0.90375E+03
  -0.34450E+00   0.92851E+00  -0.16843E+02   0.90137E+03
  -0.34350E+00   0.92677E+00  -0.16773E+02   0.89900E+03
  -0.34250E+00   0.92502E+00  -0.16704E+02   0.89663E+03
  -0.34150E+00   0.92328E+00  -0.16634E+02   0.89426E+03
  -0.34050E+00   0.92154E+00  -0.16565E+02   0.89190E+03
  -0.33950E+00   0.91980E+00  -0.16495E+02   0.88955E+03
  -0.33850E+00   0.91807E+00  -0.16426E+02   0.88720E+03
  -0.33750E+00   0.91633E+00  -0.16357E+02   0.88486E+03
  -0.33650E+00   0.91460E+00  -0.16287E+02   0.88252E+03
  -0.33550E+00   0.91288E+00  -0.16218E+02   0.88019E+03
  -0.33450E+00   0.91115E+00  -0.16148E+02   0.87787E+03
  -0.33350E+00   0.90943E+00  -0.16079E+02   0.87554E+03
  -0.33250E+00   0.90771E+00  -0.16009E+02   0.87323E+03
  -0.33150E+00   0.90600E+00  -0.15940E+02   0.87092E+03
  -0.33050E+00   0.90428E+00  -0.15870E+02   0.86861E+03
  -0.32950E+00   0.90257E+00  -0.15801E+02   0.86631E+03
  -0.32850E+00   0.90086E+00  -0.15732E+02   0.86402E+03
  -0.32750E+00   0.89916E+00  -0.15662E+02   0.86173E+03
  -0.32650E+00   0.89745E+00  -0.15593E+02   0.85944E+03
  -0.32550E+00   0.89575E+00  -0.15523E+02   0.85716E+03
  -0.32450E+00   0.89405E+00  -0.15454E+02   0.85489E+03
  -0.32350E+00   0.89236E+00  -0.15384E+02   0.85262E+03
  -0.32250E+00   0.89067E+00  -0.15315E+02   0.85036E+03
  -0.32150E+00   0.88898E+00  -0.15245E+02   0.84810E+03
  -0.32050E+00   0.88729E+00  -0.15176E+02   0.84584E+03
  -0.31950E+00   0.88560E+00  -0.15107E+02   0.84360E+03
  -0.31850E+00   0.88392E+00  -0.15037E+02   0.84135E+03
  -0.31750E+00   0.88224E+00  -0.14968E+02   0.83911E+03
  -0.31650E+00   0.88056E+00  -0.14898E+02   0.83688E+03
  -0.31550E+00   0.87889E+00  -0.14829E+02   0.83465E+03
  -0.31450E+00   0.87721E+00  -0.14759E+02   0.83243E+03
  -0.31350E+00   0.87554E+00  -0.14690E+02   0.83021E+03
  -0.31250E+00   0.87388E+00  -0.14620E+02   0.82800E+03
  -0.31150E+00   0.87221E+00  -0.14551E+02   0.82579E+03
  -0.31050E+00   0.87055E+00  -0.14482E+02   0.82359E+03
  -0.30950E+00   0.86889E+00  -0.14412E+02   0.82139E+03
  -0.30850E+00   0.86723E+00  -0.14343E+02   0.81920E+03
  -0.30750E+00   0.86558E+00  -0.14273E+02   0.81701E+03
  -0.30650E+00   0.86392E+00  -0.14204E+02   0.81483E+03
  -0.30550E+00   0.86227E+00  -0.14134E+02   0.81265E+03
  -0.30450E+00   0.86063E+00  -0.14065E+02   0.81048E+03
  -0.30350E+00   0.85898E+00  -0.13995E+02   0.80831E+03
  -0.30250E+00   0.85734E+00  -0.13926E+02   0.80615E+03
  -0.30150E+00   0.85570E+00  -0.13857E+02   0.80399E+03
  -0.30050E+00   0.85406E+00  -0.13787E+02   0.80184E+03
  -0.29950E+00   0.85243E+00  -0.13718E+02   0.79969E+03
  -0.29850E+00   0.85080E+00  -0.13648E+02   0.79755E+03
  -0.29750E+00   0.84917E+00  -0.13579E+02   0.79541E+03
  -0.29650E+00   0.84754E+00  -0.13509E+02   0.79328E+03
  -0.29550E+00   0.84592E+00  -0.13440E+02   0.79115E+03
  -0.29450E+00   0.84429E+00  -0.13370E+02   0.78902E+03
  -0.29350E+00   0.84267E+00  -0.13301E+02   0.78691E+03
  -0.29250E+00   0.84106E+00  -0.13232E+02   0.78479E+03
  -0.29150E+00   0.83944E+00  -0.13162E+02   0.78268E+03
  -0.29050E+00   0.83783E+00  -0.13093E+02   0.78058E+03
  -0.28950E+00   0.83622E+00  -0.13023E+02   0.77848E+03
  -0.28850E+00   0.83461E+00  -0.12954E+02   0.77639E+03
  -0.28750E+00   0.83301E+00  -0.12884E+02   0.77430E+03
  -0.28650E+00   0.83141E+00  -0.12815E+02   0.77221E+03
  -0.28550E+00   0.82981E+00  -0.12745E+02   0.77013E+03
  -0.28450E+00   0.82821E+00  -0.12676E+02   0.76806E+03
  -0.28350E+00   0.82661E+00  -0.12607E+02   0.76599E+03
  -0.28250E+00   0.82502E+00  -0.12537E+02   0.76392E+03
  -0.28150E+00   0.82343E+00  -0.12468E+02   0.76186E+03
  -0.28050E+00   0.82184E+00  -0.12398E+02   0.75981E+03
  -0.27950E+00   0.82026E+00  -0.12329E+02   0.75776E+03
  -0.27850E+00   0.81867E+00  -0.12259E+02   0.75571E+03
  -0.27750E+00   0.81709E+00  -0.12190E+02   0.75367E+03
  -0.27650E+00   0.81552E+00  -0.12120E+02   0.75163E+03
  -0.27550E+00   0.81394E+00  -0.12051E+02   0.74960E+03
  -0.27450E+00   0.81237E+00  -0.11982E+02   0.74757E+03
  -0.27350E+00   0.81080E+00  -0.11912E+02   0.74555E+03
  -0.27250E+00   0.80923E+00  -0.11843E+02   0.74353E+03
  -0.27150E+00   0.80766E+00  -0.11773E+02   0.74152E+03
  -0.27050E+00   0.80610E+00  -0.11704E+02   0.73951E+03
  -0.26950E+00   0.80454E+00  -0.11634E+02   0.73751E+03
  -0.26850E+00   0.80298E+00  -0.11565E+02   0.73551E+03
  -0.26750E+00   0.80143E+00  -0.11495E+02   0.73351E+03
  -0.26650E+00   0.79987E+00  -0.11426E+02   0.73152E+03
  -0.26550E+00   0.79832E+00  -0.11357E+02   0.72954E+03
  -0.26450E+00   0.79677E+00  -0.11287E+02   0.72756E+03
  -0.26350E+00   0.79523E+00  -0.11218E+02   0.72558E+03
  -0.26250E+00   0.79368E+00  -0.11148E+02   0.72361E+03
  -0.26150E+00   0.79214E+00  -0.11079E+02   0.72164E+03
  -0.26050E+00   0.79060E+00  -0.11009E+02   0.71968E+03
  -0.25950E+00   0.78906E+00  -0.10940E+02   0.71772E+03
  -0.25850E+00   0.78753E+00  -0.10870E+02   0.71577E+03
  -0.25750E+00   0.78600E+00  -0.10801E+02   0.71382E+03
  -0.25650E+00   0.78447E+00  -0.10732E+02   0.71188E+03
  -0.25550E+00   0.78294E+00  -0.10662E+02   0.70994E+03
  -0.25450E+00   0.78142E+00  -0.10593E+02   0.70800E+03
  -0.25350E+00   0.77989E+00  -0.10523E+02   0.70607E+03
  -0.25250E+00   0.77837E+00  -0.10454E+02   0.70415E+03
  -0.25150E+00   0.77686E+00  -0.10384E+02   0.70223E+03
  -0.25050E+00   0.77534E+00  -0.10315E+02   0.70031E+03
  -0.24950E+00   0.77383E+00  -0.10245E+02   0.69840E+03
  -0.24850E+00   0.77232E+00  -0.10176E+02   0.69649E+03
  -0.24750E+00   0.77081E+00  -0.10107E+02   0.69459E+03
  -0.24650E+00   0.76930E+00  -0.10037E+02   0.69269E+03
  -0.24550E+00   0.76780E+00  -0.99677E+01   0.69079E+03
  -0.24450E+00   0.76630E+00  -0.98983E+01   0.68890E+03
  -0.24350E+00   0.76480E+00  -0.98288E+01   0.68702E+03
  -0.24250E+00   0.76330E+00  -0.97594E+01   0.68514E+03
  -0.24150E+00   0.76181E+00  -0.96899E+01   0.68326E+03
  -0.24050E+00   0.76032E+00  -0.96205E+01   0.68139E+03
  -0.23950E+00   0.75883E+00  -0.95510E+01   0.67952E+03
  -0.23850E+00   0.75734E+00  -0.94816E+01   0.67765E+03
  -0.23750E+00   0.75586E+00  -0.94122E+01   0.67579E+03
  -0.23650E+00   0.75437E+00  -0.93427E+01   0.67394E+03
  -0.23550E+00   0.75289E+00  -0.92733E+01   0.67209E+03
  -0.23450E+00   0.75142E+00  -0.92038E+01   0.67024E+03
  -0.23350E+00   0.74994E+00  -0.91344E+01   0.66840E+03
  -0.23250E+00   0.74847E+00  -0.90649E+01   0.66656E+03
  -0.23150E+00   0.74700E+00  -0.89955E+01   0.66473E+03
  -0.23050E+00   0.74553E+00  -0.89260E+01   0.66290E+03
  -0.22950E+00   0.74406E+00  -0.88566E+01   0.66108E+03
  -0.22850E+00   0.74260E+00  -0.87872E+01   0.65926E+03
  -0.22750E+00   0.74114E+00  -0.87177E+01   0.65744E+03
  -0.22650E+00   0.73968E+00  -0.86483E+01   0.65563E+03
  -0.22550E+00   0.73822E+00  -0.85788E+01   0.65382E+03
  -0.22450E+00   0.73677E+00  -0.85094E+01   0.65202E+03
  -0.22350E+00   0.73531E+00  -0.84399E+01   0.65022E+03
  -0.22250E+00   0.73386E+00  -0.83705E+01   0.64843E+03
  -0.22150E+00   0.73241E+00  -0.83010E+01   0.64664E+03
  -0.22050E+00   0.73097E+00  -0.82316E+01   0.64485E+03
  -0.21950E+00   0.72953E+00  -0.81622E+01   0.64307E+03
  -0.21850E+00   0.72808E+00  -0.80927E+01   0.64129E+03
  -0.21750E+00   0.72665E+00  -0.80233E+01   0.63952E+03
  -0.21650E+00   0.72521E+00  -0.79538E+01   0.63775E+03
  -0.21550E+00   0.72378E+00  -0.78844E+01   0.63598E+03
  -0.21450E+00   0.72234E+00  -0.78149E+01   0.63422E+03
  -0.21350E+00   0.72091E+00  -0.77455E+01   0.63247E+03
  -0.21250E+00   0.71949E+00  -0.76760E+01   0.63071E+03
  -0.21150E+00   0.71806E+00  -0.76066E+01   0.62896E+03
  -0.21050E+00   0.71664E+00  -0.75372E+01   0.62722E+03
  -0.20950E+00   0.71522E+00  -0.74677E+01   0.62548E+03
  -0.20850E+00   0.71380E+00  -0.73983E+01   0.62374E+03
  -0.20750E+00   0.71238E+00  -0.73288E+01   0.62201E+03
  -0.20650E+00   0.71097E+00  -0.72594E+01   0.62029E+03
  -0.20550E+00   0.70956E+00  -0.71899E+01   0.61856E+03
  -0.20450E+00   0.70815E+00  -0.71205E+01   0.61684E+03
  -0.20350E+00   0.70674E+00  -0.70510E+01   0.61513E+03
  -0.20250E+00   0.70534E+00  -0.69816E+01   0.61342E+03
  -0.20150E+00   0.70393E+00  -0.69122E+01   0.61171E+03
  -0.20050E+00   0.70253E+00  -0.68427E+01   0.61001E+03
  -0.19950E+00   0.70114E+00  -0.67733E+01   0.60831E+03
  -0.19850E+00   0.69974E+00  -0.67038E+01   0.60661E+03
  -0.19750E+00   0.69835E+00  -0.66344E+01   0.60492E+03
  -0.19650E+00   0.69695E+00  -0.65649E+01   0.60323E+03
  -0.19550E+00   0.69557E+00  -0.64955E+01   0.60155E+03
  -0.19450E+00   0.69418E+00  -0.64260E+01   0.59987E+03
  -0.19350E+00   0.69279E+00  -0.63566E+01   0.59820E+03
  -0.19250E+00   0.69141E+00  -0.62872E+01   0.59653E+03
  -0.19150E+00   0.69003E+00  -0.62177E+01   0.59486E+03
  -0.19050E+00   0.68865E+00  -0.61483E+01   0.59320E+03
  -0.18950E+00   0.68728E+00  -0.60788E+01   0.59154E+03
  -0.18850E+00   0.68590E+00  -0.60094E+01   0.58988E+03
  -0.18750E+00   0.68453E+00  -0.59399E+01   0.58823E+03
  -0.18650E+00   0.68316E+00  -0.58705E+01   0.58659E+03
  -0.18550E+00   0.68179E+00  -0.58010E+01   0.58494E+03
  -0.18450E+00   0.68043E+00  -0.57316E+01   0.58331E+03
  -0.18350E+00   0.67907E+00  -0.56622E+01   0.58167E+03
  -0.18250E+00   0.67771E+00  -0.55927E+01   0.58004E+03
  -0.18150E+00   0.67635E+00  -0.55233E+01   0.57841E+03
  -0.18050E+00   0.67499E+00  -0.54538E+01   0.57679E+03
  -0.17950E+00   0.67364E+00  -0.53844E+01   0.57517E+03
  -0.17850E+00   0.67228E+00  -0.53149E+01   0.57355E+03
  -0.17750E+00   0.67093E+00  -0.52455E+01   0.57194E+03
  -0.17650E+00   0.66959E+00  -0.51760E+01   0.57033E+03
  -0.17550E+00   0.66824E+00  -0.51066E+01   0.56873E+03
  -0.17450E+00   0.66690E+00  -0.50372E+01   0.56713E+03
  -0.17350E+00   0.66556E+00  -0.49677E+01   0.56553E+03
  -0.17250E+00   0.66422E+00  -0.48983E+01   0.56394E+03
  -0.17150E+00   0.66288E+00  -0.48288E+01   0.56235E+03
  -0.17050E+00   0.66155E+00  -0.47594E+01   0.56077E+03
  -0.16950E+00   0.66021E+00  -0.46899E+01   0.55919E+03
  -0.16850E+00   0.65888E+00  -0.46205E+01   0.55761E+03
  -0.16750E+00   0.65756E+00  -0.45510E+01   0.55604E+03
  -0.16650E+00   0.65623E+00  -0.44816E+01   0.55447E+03
  -0.16550E+00   0.65491E+00  -0.44122E+01   0.55290E+03
  -0.16450E+00   0.65358E+00  -0.43427E+01   0.55134E+03
  -0.16350E+00   0.65226E+00  -0.42733E+01   0.54978E+03
  -0.16250E+00   0.65095E+00  -0.42038E+01   0.54823E+03
  -0.16150E+00   0.64963E+00  -0.41344E+01   0.54668E+03
  -0.16050E+00   0.64832E+00  -0.40649E+01   0.54513E+03
  -0.15950E+00   0.64701E+00  -0.39955E+01   0.54359E+03
  -0.15850E+00   0.64570E+00  -0.39260E+01   0.54205E+03
  -0.15750E+00   0.64439E+00  -0.38566E+01   0.54052E+03
  -0.15650E+00   0.64309E+00  -0.37872E+01   0.53898E+03
  -0.15550E+00   0.64178E+00  -0.37177E+01   0.53746E+03
  -0.15450E+00   0.64048E+00  -0.36483E+01   0.53593E+03
  -0.15350E+00   0.63918E+00  -0.35788E+01   0.53441E+03
  -0.15250E+00   0.63789E+00  -0.35094E+01   0.53290E+03
  -0.15150E+00   0.63659E+00  -0.34399E+01   0.53138E+03
  -0.15050E+00   0.63530E+00  -0.33705E+01   0.52987E+03
  -0.14950E+00   0.63401E+00  -0.33010E+01   0.52837E+03
  -0.14850E+00   0.63272E+00  -0.32316E+01   0.52687E+03
  -0.14750E+00   0.63144E+00  -0.31622E+01   0.52537E+03
  -0.14650E+00   0.63015E+00  -0.30927E+01   0.52387E+03
  -0.14550E+00   0.62887E+00  -0.30233E+01   0.52238E+03
  -0.14450E+00   0.62759E+00  -0.29538E+01   0.52089E+03
  -0.14350E+00   0.62632E+00  -0.28844E+01   0.51941E+03
  -0.14250E+00   0.62504E+00  -0.28149E+01   0.51793E+03
  -0.14150E+00   0.62377E+00  -0.27455E+01   0.51645E+03
  -0.14050E+00   0.62250E+00  -0.26760E+01   0.51498E+03
  -0.13950E+00   0.62123E+00  -0.26066E+01   0.51351E+03
  -0.13850E+00   0.61996E+00  -0.25372E+01   0.51204E+03
  -0.13750E+00   0.61869E+00  -0.24677E+01   0.51058E+03
  -0.13650E+00   0.61743E+00  -0.23983E+01   0.50912E+03
  -0.13550E+00   0.61617E+00  -0.23288E+01   0.50767E+03
  -0.13450E+00   0.61491E+00  -0.22594E+01   0.50622E+03
  -0.13350E+00   0.61365E+00  -0.21899E+01   0.50477E+03
  -0.13250E+00   0.61240E+00  -0.21205E+01   0.50333E+03
  -0.13150E+00   0.61115E+00  -0.20510E+01   0.50188E+03
  -0.13050E+00   0.60990E+00  -0.19816E+01   0.50045E+03
  -0.12950E+00   0.60865E+00  -0.19122E+01   0.49901E+03
  -0.12850E+00   0.60740E+00  -0.18427E+01   0.49758E+03
  -0.12750E+00   0.60616E+00  -0.17733E+01   0.49616E+03
  -0.12650E+00   0.60491E+00  -0.17038E+01   0.49473E+03
  -0.12550E+00   0.60367E+00  -0.16344E+01   0.49331E+03
  -0.12450E+00   0.60244E+00  -0.15649E+01   0.49190E+03
  -0.12350E+00   0.60120E+00  -0.14955E+01   0.49048E+03
  -0.12250E+00   0.59996E+00  -0.14260E+01   0.48908E+03
  -0.12150E+00   0.59873E+00  -0.13566E+01   0.48767E+03
  -0.12050E+00   0.59750E+00  -0.12872E+01   0.48627E+03
  -0.11950E+00   0.59627E+00  -0.12177E+01   0.48487E+03
  -0.11850E+00   0.59505E+00  -0.11483E+01   0.48347E+03
  -0.11750E+00   0.59382E+00  -0.10788E+01   0.48208E+03
  -0.11650E+00   0.59260E+00  -0.10094E+01   0.48069E+03
  -0.11550E+00   0.59138E+00  -0.93993E+00   0.47931E+03
  -0.11450E+00   0.59016E+00  -0.87049E+00   0.47793E+03
  -0.11350E+00   0.58895E+00  -0.80104E+00   0.47655E+03
  -0.11250E+00   0.58773E+00  -0.73160E+00   0.47517E+03
  -0.11150E+00   0.58652E+00  -0.66215E+00   0.47380E+03
  -0.11050E+00   0.58531E+00  -0.59271E+00   0.47243E+03
  -0.10950E+00   0.58410E+00  -0.52326E+00   0.47107E+03
  -0.10850E+00   0.58290E+00  -0.45382E+00   0.46971E+03
  -0.10750E+00   0.58169E+00  -0.38437E+00   0.46835E+03
  -0.10650E+00   0.58049E+00  -0.31493E+00   0.46699E+03
  -0.10550E+00   0.57929E+00  -0.24549E+00   0.46564E+03
  -0.10450E+00   0.57809E+00  -0.17604E+00   0.46430E+03
  -0.10350E+00   0.57689E+00  -0.10660E+00   0.46295E+03
  -0.10250E+00   0.57570E+00  -0.37152E-01   0.46161E+03
  -0.10150E+00   0.57506E+00   0.13887E-05   0.46089E+03
