             x           rho             u             p
  -0.48695000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48685000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48675000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48665000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48655000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48645000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48635000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48625000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48615000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48605000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48595000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48585000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48575000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48565000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48555000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48545000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48535000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48525000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48515000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48505000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48495000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48485000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48475000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48465000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48455000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48445000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48435000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48425000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48415000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48405000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48395000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48385000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48375000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48365000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48355000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48345000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48335000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48325000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48315000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48305000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48295000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48285000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48275000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48265000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48255000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48245000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48235000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48225000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48215000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48205000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48195000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48185000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48175000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48165000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48155000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48145000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48135000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48125000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48115000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48105000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48095000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48085000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48075000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48065000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48055000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48045000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48035000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48025000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48015000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48005000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47995000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47985000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47975000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47965000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47955000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47945000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47935000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47925000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47915000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47905000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47895000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47885000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47875000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47865000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47855000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47845000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47835000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47825000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47815000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47805000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47795000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47785000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47775000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47765000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47755000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47745000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47735000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47725000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47715000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47705000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47695000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47685000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47675000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47665000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47655000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47645000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47635000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47625000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47615000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47605000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47595000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47585000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47575000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47565000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47555000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47545000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47535000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47525000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47515000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47505000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47495000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47485000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47475000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47465000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47455000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47445000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47435000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47425000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47415000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47405000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47395000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47385000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47375000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47365000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47355000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47345000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47335000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47325000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47315000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47305000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47295000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47285000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47275000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47265000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47255000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47245000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47235000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47225000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47215000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47205000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47195000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47185000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47175000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47165000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47155000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47145000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47135000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47125000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47115000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47105000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47095000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47085000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47075000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47065000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47055000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47045000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47035000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47025000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47015000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47005000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.46995000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.46985000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.46975000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
